Element(s);Structure;Property;Value;Temp;Reference
Ti,Hf;l12;Eheat;0.07520;0;file=L12/Hf3Ti/Hf3Ti-L1_2.dat date=2013-02-18
Y,Hf;l12;a;4.52770;0;file=L12/Hf3Y/Hf3Y-L1_2.dat date=2013-02-19
Y,Hf;l12;B;86.46000;0;file=L12/Hf3Y/Hf3Y-L1_2.dat date=2013-02-19
Y,Hf;l12;Eheat;0.18293;0;file=L12/Hf3Y/Hf3Y-L1_2.dat date=2013-02-19
Zn,Hf;l12;a;4.25721;0;file=L12/Hf3Zn/Hf3Zn-L1_2.dat date=2013-02-19
Zn,Hf;l12;B;114.30000;0;file=L12/Hf3Zn/Hf3Zn-L1_2.dat date=2013-02-19
Zn,Hf;l12;Eheat;-0.08795;0;file=L12/Hf3Zn/Hf3Zn-L1_2.dat date=2013-02-19
Zr,Hf;l12;a;4.43588;0;file=L12/Hf3Zr/Hf3Zr-L1_2.dat date=2013-02-17
Zr,Hf;l12;B;99.15000;0;file=L12/Hf3Zr/Hf3Zr-L1_2.dat date=2013-02-17
Zr,Hf;l12;Eheat;0.05948;0;file=L12/Hf3Zr/Hf3Zr-L1_2.dat date=2013-02-17
Ag,Ir;l12;a;3.87920;0;file=L12/Ir3Ag/Ir3Ag-L1_2.dat date=2013-02-19
Ag,Ir;l12;B;298.93000;0;file=L12/Ir3Ag/Ir3Ag-L1_2.dat date=2013-02-19
Ag,Ir;l12;Eheat;0.41059;0;file=L12/Ir3Ag/Ir3Ag-L1_2.dat date=2013-02-19
Al,Ir;l12;a;3.82129;0;file=L12/Ir3Al/Ir3Al-L1_2.dat date=2013-02-19
Al,Ir;l12;B;304.78000;0;file=L12/Ir3Al/Ir3Al-L1_2.dat date=2013-02-19
Al,Ir;l12;Eheat;-0.38783;0;file=L12/Ir3Al/Ir3Al-L1_2.dat date=2013-02-19
Au,Ir;l12;a;3.89980;0;file=L12/Ir3Au/Ir3Au-L1_2.dat date=2013-02-19
Au,Ir;l12;B;316.70000;0;file=L12/Ir3Au/Ir3Au-L1_2.dat date=2013-02-19
Au,Ir;l12;Eheat;0.37536;0;file=L12/Ir3Au/Ir3Au-L1_2.dat date=2013-02-19
Ca,Ir;l12;a;3.97075;0;file=L12/Ir3Ca/Ir3Ca-L1_2.dat date=2013-02-19
Ca,Ir;l12;B;213.33000;0;file=L12/Ir3Ca/Ir3Ca-L1_2.dat date=2013-02-19
Ca,Ir;l12;Eheat;0.07806;0;file=L12/Ir3Ca/Ir3Ca-L1_2.dat date=2013-02-19
Cd,Ir;l12;a;3.91810;0;file=L12/Ir3Cd/Ir3Cd-L1_2.dat date=2013-02-19
Cd,Ir;l12;B;276.36000;0;file=L12/Ir3Cd/Ir3Cd-L1_2.dat date=2013-02-19
Cd,Ir;l12;Eheat;0.26980;0;file=L12/Ir3Cd/Ir3Cd-L1_2.dat date=2013-02-19
Co,Ir;l12;a;3.74767;0;file=L12/Ir3Co/Ir3Co-L1_2.dat date=2013-02-18
Co,Ir;l12;B;358.09000;0;file=L12/Ir3Co/Ir3Co-L1_2.dat date=2013-02-18
Co,Ir;l12;Eheat;-0.07624;0;file=L12/Ir3Co/Ir3Co-L1_2.dat date=2013-02-18
Cu,Ir;l12;a;3.78728;0;file=L12/Ir3Cu/Ir3Cu-L1_2.dat date=2013-02-19
Cu,Ir;l12;B;318.38000;0;file=L12/Ir3Cu/Ir3Cu-L1_2.dat date=2013-02-19
Cu,Ir;l12;Eheat;0.15682;0;file=L12/Ir3Cu/Ir3Cu-L1_2.dat date=2013-02-19
Hf,Ir;l12;a;3.92405;0;file=L12/Ir3Hf/Ir3Hf-L1_2.dat date=2013-02-19
Hf,Ir;l12;B;307.19000;0;file=L12/Ir3Hf/Ir3Hf-L1_2.dat date=2013-02-19
Hf,Ir;l12;Eheat;-0.84096;0;file=L12/Ir3Hf/Ir3Hf-L1_2.dat date=2013-02-19
La,Ir;l12;a;4.12776;0;file=L12/Ir3La/Ir3La-L1_2.dat date=2013-02-19
La,Ir;l12;B;199.28000;0;file=L12/Ir3La/Ir3La-L1_2.dat date=2013-02-19
La,Ir;l12;Eheat;0.04499;0;file=L12/Ir3La/Ir3La-L1_2.dat date=2013-02-19
Mg,Ir;l12;a;3.85386;0;file=L12/Ir3Mg/Ir3Mg-L1_2.dat date=2013-02-19
Mg,Ir;l12;B;261.67000;0;file=L12/Ir3Mg/Ir3Mg-L1_2.dat date=2013-02-19
Mg,Ir;l12;Eheat;-0.13430;0;file=L12/Ir3Mg/Ir3Mg-L1_2.dat date=2013-02-19
Ni,Ir;l12;a;3.76375;0;file=L12/Ir3Ni/Ir3Ni-L1_2.dat date=2013-02-19
Ni,Ir;l12;B;341.79000;0;file=L12/Ir3Ni/Ir3Ni-L1_2.dat date=2013-02-19
Ni,Ir;l12;Eheat;0.02469;0;file=L12/Ir3Ni/Ir3Ni-L1_2.dat date=2013-02-19
Pb,Ir;l12;a;3.99445;0;file=L12/Ir3Pb/Ir3Pb-L1_2.dat date=2013-02-19
Pb,Ir;l12;B;259.84000;0;file=L12/Ir3Pb/Ir3Pb-L1_2.dat date=2013-02-19
Pb,Ir;l12;Eheat;0.39650;0;file=L12/Ir3Pb/Ir3Pb-L1_2.dat date=2013-02-19
Pd,Ir;l12;a;3.84098;0;file=L12/Ir3Pd/Ir3Pd-L1_2.dat date=2013-02-19
Pd,Ir;l12;B;335.77000;0;file=L12/Ir3Pd/Ir3Pd-L1_2.dat date=2013-02-19
Pd,Ir;l12;Eheat;0.10573;0;file=L12/Ir3Pd/Ir3Pd-L1_2.dat date=2013-02-19
Pt,Ir;l12;a;3.85183;0;file=L12/Ir3Pt/Ir3Pt-L1_2.dat date=2013-02-19
Pt,Ir;l12;B;357.46000;0;file=L12/Ir3Pt/Ir3Pt-L1_2.dat date=2013-02-19
Pt,Ir;l12;Eheat;0.02030;0;file=L12/Ir3Pt/Ir3Pt-L1_2.dat date=2013-02-19
Rh,Ir;l12;a;3.82020;0;file=L12/Ir3Rh/Ir3Rh-L1_2.dat date=2013-02-19
Rh,Ir;l12;B;362.22000;0;file=L12/Ir3Rh/Ir3Rh-L1_2.dat date=2013-02-19
Rh,Ir;l12;Eheat;-0.07442;0;file=L12/Ir3Rh/Ir3Rh-L1_2.dat date=2013-02-19
Ru,Ir;l12;a;3.81153;0;file=L12/Ir3Ru/Ir3Ru-L1_2.dat date=2013-02-19
Ru,Ir;l12;B;377.41000;0;file=L12/Ir3Ru/Ir3Ru-L1_2.dat date=2013-02-19
Ru,Ir;l12;Eheat;-0.10991;0;file=L12/Ir3Ru/Ir3Ru-L1_2.dat date=2013-02-19
Sc,Ir;l12;a;3.89601;0;file=L12/Ir3Sc/Ir3Sc-L1_2.dat date=2013-02-19
Sc,Ir;l12;B;269.54000;0;file=L12/Ir3Sc/Ir3Sc-L1_2.dat date=2013-02-19
Sc,Ir;l12;Eheat;-0.65506;0;file=L12/Ir3Sc/Ir3Sc-L1_2.dat date=2013-02-19
Ti,Ir;l12;a;3.83363;0;file=L12/Ir3Ti/Ir3Ti-L1_2.dat date=2013-02-19
Ti,Ir;l12;B;325.63000;0;file=L12/Ir3Ti/Ir3Ti-L1_2.dat date=2013-02-19
Ti,Ir;l12;Eheat;-0.80396;0;file=L12/Ir3Ti/Ir3Ti-L1_2.dat date=2013-02-19
Y,Ir;l12;a;3.99988;0;file=L12/Ir3Y/Ir3Y-L1_2.dat date=2013-02-19
Y,Ir;l12;B;235.89000;0;file=L12/Ir3Y/Ir3Y-L1_2.dat date=2013-02-19
Y,Ir;l12;Eheat;-0.43710;0;file=L12/Ir3Y/Ir3Y-L1_2.dat date=2013-02-19
Zn,Ir;l12;a;3.81929;0;file=L12/Ir3Zn/Ir3Zn-L1_2.dat date=2013-02-19
Zn,Ir;l12;B;299.66000;0;file=L12/Ir3Zn/Ir3Zn-L1_2.dat date=2013-02-19
Zn,Ir;l12;Eheat;0.02087;0;file=L12/Ir3Zn/Ir3Zn-L1_2.dat date=2013-02-19
Zr,Ir;l12;a;3.93087;0;file=L12/Ir3Zr/Ir3Zr-L1_2.dat date=2013-02-19
Zr,Ir;l12;B;297.40000;0;file=L12/Ir3Zr/Ir3Zr-L1_2.dat date=2013-02-19
Zr,Ir;l12;Eheat;-0.80959;0;file=L12/Ir3Zr/Ir3Zr-L1_2.dat date=2013-02-19
Ag,La;l12;a;4.97784;0;file=L12/La3Ag/La3Ag-L1_2.dat date=2013-02-19
Ag,La;l12;B;42.32000;0;file=L12/La3Ag/La3Ag-L1_2.dat date=2013-02-19
Ag,La;l12;Eheat;-0.00721;0;file=L12/La3Ag/La3Ag-L1_2.dat date=2013-02-19
Al,La;l12;a;4.96085;0;file=L12/La3Al/La3Al-L1_2.dat date=2013-02-19
Al,La;l12;B;44.32000;0;file=L12/La3Al/La3Al-L1_2.dat date=2013-02-19
Al,La;l12;Eheat;-0.20109;0;file=L12/La3Al/La3Al-L1_2.dat date=2013-02-19
Au,La;l12;a;4.92377;0;file=L12/La3Au/La3Au-L1_2.dat date=2013-02-19
Au,La;l12;B;49.56000;0;file=L12/La3Au/La3Au-L1_2.dat date=2013-02-19
Au,La;l12;Eheat;-0.23336;0;file=L12/La3Au/La3Au-L1_2.dat date=2013-02-19
Ca,La;l12;a;5.27928;0;file=L12/La3Ca/La3Ca-L1_2.dat date=2013-02-19
Ca,La;l12;B;26.85000;0;file=L12/La3Ca/La3Ca-L1_2.dat date=2013-02-19
Ca,La;l12;Eheat;0.01415;0;file=L12/La3Ca/La3Ca-L1_2.dat date=2013-02-19
Cd,La;l12;a;5.02852;0;file=L12/La3Cd/La3Cd-L1_2.dat date=2013-02-19
Cd,La;l12;B;40.43000;0;file=L12/La3Cd/La3Cd-L1_2.dat date=2013-02-19
Cd,La;l12;Eheat;-0.16015;0;file=L12/La3Cd/La3Cd-L1_2.dat date=2013-02-19
Co,La;l12;a;4.82004;0;file=L12/La3Co/La3Co-L1_2.dat date=2013-02-19
Co,La;l12;B;47.30000;0;file=L12/La3Co/La3Co-L1_2.dat date=2013-02-19
Co,La;l12;Eheat;0.38329;0;file=L12/La3Co/La3Co-L1_2.dat date=2013-02-19
Cu,La;l12;a;4.90017;0;file=L12/La3Cu/La3Cu-L1_2.dat date=2013-02-19
Cu,La;l12;B;41.78000;0;file=L12/La3Cu/La3Cu-L1_2.dat date=2013-02-19
Cu,La;l12;Eheat;0.13990;0;file=L12/La3Cu/La3Cu-L1_2.dat date=2013-02-19
Hf,La;l12;a;5.02658;0;file=L12/La3Hf/La3Hf-L1_2.dat date=2013-02-19
Hf,La;l12;B;44.88000;0;file=L12/La3Hf/La3Hf-L1_2.dat date=2013-02-19
Hf,La;l12;Eheat;0.20903;0;file=L12/La3Hf/La3Hf-L1_2.dat date=2013-02-19
Ir,La;l12;a;4.80271;0;file=L12/La3Ir/La3Ir-L1_2.dat date=2013-02-19
Ir,La;l12;B;61.75000;0;file=L12/La3Ir/La3Ir-L1_2.dat date=2013-02-19
Ir,La;l12;Eheat;0.06686;0;file=L12/La3Ir/La3Ir-L1_2.dat date=2013-02-19
Mg,La;l12;a;5.09128;0;file=L12/La3Mg/La3Mg-L1_2.dat date=2013-02-18
Mg,La;l12;B;34.34000;0;file=L12/La3Mg/La3Mg-L1_2.dat date=2013-02-18
Mg,La;l12;Eheat;-0.05897;0;file=L12/La3Mg/La3Mg-L1_2.dat date=2013-02-18
Ni,La;l12;a;4.84598;0;file=L12/La3Ni/La3Ni-L1_2.dat date=2013-02-19
Ni,La;l12;B;45.35000;0;file=L12/La3Ni/La3Ni-L1_2.dat date=2013-02-19
Ni,La;l12;Eheat;0.22537;0;file=L12/La3Ni/La3Ni-L1_2.dat date=2013-02-19
Pb,La;l12;a;5.04905;0;file=L12/La3Pb/La3Pb-L1_2.dat date=2013-02-19
Pb,La;l12;B;46.20000;0;file=L12/La3Pb/La3Pb-L1_2.dat date=2013-02-19
Pb,La;l12;Eheat;-0.43013;0;file=L12/La3Pb/La3Pb-L1_2.dat date=2013-02-19
Pd,La;l12;a;4.89621;0;file=L12/La3Pd/La3Pd-L1_2.dat date=2013-02-19
Pd,La;l12;B;47.90000;0;file=L12/La3Pd/La3Pd-L1_2.dat date=2013-02-19
Pd,La;l12;Eheat;-0.08639;0;file=L12/La3Pd/La3Pd-L1_2.dat date=2013-02-19
Pt,La;l12;a;4.85066;0;file=L12/La3Pt/La3Pt-L1_2.dat date=2013-02-19
Pt,La;l12;B;56.67000;0;file=L12/La3Pt/La3Pt-L1_2.dat date=2013-02-19
Pt,La;l12;Eheat;-0.21731;0;file=L12/La3Pt/La3Pt-L1_2.dat date=2013-02-19
Rh,La;l12;a;4.84085;0;file=L12/La3Rh/La3Rh-L1_2.dat date=2013-02-19
Rh,La;l12;B;52.75000;0;file=L12/La3Rh/La3Rh-L1_2.dat date=2013-02-19
Rh,La;l12;Eheat;0.05023;0;file=L12/La3Rh/La3Rh-L1_2.dat date=2013-02-19
Ru,La;l12;a;4.81112;0;file=L12/La3Ru/La3Ru-L1_2.dat date=2013-02-19
Ru,La;l12;B;55.42000;0;file=L12/La3Ru/La3Ru-L1_2.dat date=2013-02-19
Ru,La;l12;Eheat;0.34044;0;file=L12/La3Ru/La3Ru-L1_2.dat date=2013-02-19
Sc,La;l12;a;5.09259;0;file=L12/La3Sc/La3Sc-L1_2.dat date=2013-02-19
Sc,La;l12;B;35.56000;0;file=L12/La3Sc/La3Sc-L1_2.dat date=2013-02-19
Sc,La;l12;Eheat;0.01534;0;file=L12/La3Sc/La3Sc-L1_2.dat date=2013-02-19
Ti,La;l12;a;4.97127;0;file=L12/La3Ti/La3Ti-L1_2.dat date=2013-02-19
Ti,La;l12;B;41.54000;0;file=L12/La3Ti/La3Ti-L1_2.dat date=2013-02-19
Ti,La;l12;Eheat;0.25376;0;file=L12/La3Ti/La3Ti-L1_2.dat date=2013-02-19
Y,La;l12;a;5.19996;0;file=L12/La3Y/La3Y-L1_2.dat date=2013-02-19
Y,La;l12;B;33.06000;0;file=L12/La3Y/La3Y-L1_2.dat date=2013-02-19
Y,La;l12;Eheat;-0.02088;0;file=L12/La3Y/La3Y-L1_2.dat date=2013-02-19
Zn,La;l12;a;4.93518;0;file=L12/La3Zn/La3Zn-L1_2.dat date=2013-02-19
Zn,La;l12;B;41.14000;0;file=L12/La3Zn/La3Zn-L1_2.dat date=2013-02-19
Zn,La;l12;Eheat;-0.06110;0;file=L12/La3Zn/La3Zn-L1_2.dat date=2013-02-19
Zr,La;l12;a;5.04285;0;file=L12/La3Zr/La3Zr-L1_2.dat date=2013-02-19
Zr,La;l12;B;41.74000;0;file=L12/La3Zr/La3Zr-L1_2.dat date=2013-02-19
Zr,La;l12;Eheat;0.16340;0;file=L12/La3Zr/La3Zr-L1_2.dat date=2013-02-19
Ag,Mg;l12;a;4.27299;0;file=L12/Mg3Ag/Mg3Ag-L1_2.dat date=2013-02-18
Ag,Mg;l12;B;52.25000;0;file=L12/Mg3Ag/Mg3Ag-L1_2.dat date=2013-02-18
Ag,Mg;l12;Eheat;-0.10881;0;file=L12/Mg3Ag/Mg3Ag-L1_2.dat date=2013-02-18
Al,Mg;l12;a;4.34888;0;file=L12/Mg3Al/Mg3Al-L1_2.dat date=2013-02-19
Al,Mg;l12;B;46.78000;0;file=L12/Mg3Al/Mg3Al-L1_2.dat date=2013-02-19
Al,Mg;l12;Eheat;-0.00678;0;file=L12/Mg3Al/Mg3Al-L1_2.dat date=2013-02-19
Au,Mg;l12;a;4.21977;0;file=L12/Mg3Au/Mg3Au-L1_2.dat date=2013-02-18
Au,Mg;l12;B;63.28000;0;file=L12/Mg3Au/Mg3Au-L1_2.dat date=2013-02-18
Au,Mg;l12;Eheat;-0.36347;0;file=L12/Mg3Au/Mg3Au-L1_2.dat date=2013-02-18
Ca,Mg;l12;a;4.73461;0;file=L12/Mg3Ca/Mg3Ca-L1_2.dat date=2013-02-19
Ca,Mg;l12;B;30.35000;0;file=L12/Mg3Ca/Mg3Ca-L1_2.dat date=2013-02-19
Ca,Mg;l12;Eheat;-0.03549;0;file=L12/Mg3Ca/Mg3Ca-L1_2.dat date=2013-02-19
Cd,Mg;l12;a;4.40308;0;file=L12/Mg3Cd/Mg3Cd-L1_2.dat date=2013-02-19
Cd,Mg;l12;B;42.07000;0;file=L12/Mg3Cd/Mg3Cd-L1_2.dat date=2013-02-19
Cd,Mg;l12;Eheat;-0.06796;0;file=L12/Mg3Cd/Mg3Cd-L1_2.dat date=2013-02-19
Co,Mg;l12;a;4.07515;0;file=L12/Mg3Co/Mg3Co-L1_2.dat date=2013-02-18
Co,Mg;l12;B;64.38000;0;file=L12/Mg3Co/Mg3Co-L1_2.dat date=2013-02-18
Co,Mg;l12;Eheat;0.17155;0;file=L12/Mg3Co/Mg3Co-L1_2.dat date=2013-02-18
Cu,Mg;l12;a;4.18460;0;file=L12/Mg3Cu/Mg3Cu-L1_2.dat date=2013-02-18
Cu,Mg;l12;B;51.23000;0;file=L12/Mg3Cu/Mg3Cu-L1_2.dat date=2013-02-18
Cu,Mg;l12;Eheat;0.01723;0;file=L12/Mg3Cu/Mg3Cu-L1_2.dat date=2013-02-18
Hf,Mg;l12;a;4.39668;0;file=L12/Mg3Hf/Mg3Hf-L1_2.dat date=2013-02-19
Hf,Mg;l12;B;58.97000;0;file=L12/Mg3Hf/Mg3Hf-L1_2.dat date=2013-02-19
Hf,Mg;l12;Eheat;0.15341;0;file=L12/Mg3Hf/Mg3Hf-L1_2.dat date=2013-02-19
Ir,Mg;l12;a;4.07768;0;file=L12/Mg3Ir/Mg3Ir-L1_2.dat date=2013-02-19
Ir,Mg;l12;B;87.50000;0;file=L12/Mg3Ir/Mg3Ir-L1_2.dat date=2013-02-19
Ir,Mg;l12;Eheat;-0.17559;0;file=L12/Mg3Ir/Mg3Ir-L1_2.dat date=2013-02-19
La,Mg;l12;a;4.78123;0;file=L12/Mg3La/Mg3La-L1_2.dat date=2013-02-18
La,Mg;l12;B;35.52000;0;file=L12/Mg3La/Mg3La-L1_2.dat date=2013-02-18
La,Mg;l12;Eheat;-0.05800;0;file=L12/Mg3La/Mg3La-L1_2.dat date=2013-02-18
Ni,Mg;l12;a;4.09729;0;file=L12/Mg3Ni/Mg3Ni-L1_2.dat date=2013-02-18
Ni,Mg;l12;B;61.53000;0;file=L12/Mg3Ni/Mg3Ni-L1_2.dat date=2013-02-18
Ni,Mg;l12;Eheat;-0.00111;0;file=L12/Mg3Ni/Mg3Ni-L1_2.dat date=2013-02-18
Pb,Mg;l12;a;4.51800;0;file=L12/Mg3Pb/Mg3Pb-L1_2.dat date=2013-02-19
Pb,Mg;l12;B;40.29000;0;file=L12/Mg3Pb/Mg3Pb-L1_2.dat date=2013-02-19
Pb,Mg;l12;Eheat;-0.09859;0;file=L12/Mg3Pb/Mg3Pb-L1_2.dat date=2013-02-19
Pd,Mg;l12;a;4.15915;0;file=L12/Mg3Pd/Mg3Pd-L1_2.dat date=2013-02-18
Pd,Mg;l12;B;66.35000;0;file=L12/Mg3Pd/Mg3Pd-L1_2.dat date=2013-02-18
Pd,Mg;l12;Eheat;-0.35417;0;file=L12/Mg3Pd/Mg3Pd-L1_2.dat date=2013-02-18
Pt,Mg;l12;a;4.12400;0;file=L12/Mg3Pt/Mg3Pt-L1_2.dat date=2013-02-19
Pt,Mg;l12;B;78.53000;0;file=L12/Mg3Pt/Mg3Pt-L1_2.dat date=2013-02-19
Pt,Mg;l12;Eheat;-0.46509;0;file=L12/Mg3Pt/Mg3Pt-L1_2.dat date=2013-02-19
Rh,Mg;l12;a;4.10152;0;file=L12/Mg3Rh/Mg3Rh-L1_2.dat date=2013-02-19
Rh,Mg;l12;B;75.29000;0;file=L12/Mg3Rh/Mg3Rh-L1_2.dat date=2013-02-19
Rh,Mg;l12;Eheat;-0.23833;0;file=L12/Mg3Rh/Mg3Rh-L1_2.dat date=2013-02-19
Ru,Mg;l12;a;4.09498;0;file=L12/Mg3Ru/Mg3Ru-L1_2.dat date=2013-02-19
Ru,Mg;l12;B;78.09000;0;file=L12/Mg3Ru/Mg3Ru-L1_2.dat date=2013-02-19
Ru,Mg;l12;Eheat;0.11082;0;file=L12/Mg3Ru/Mg3Ru-L1_2.dat date=2013-02-19
Sc,Mg;l12;a;4.47629;0;file=L12/Mg3Sc/Mg3Sc-L1_2.dat date=2013-02-18
Sc,Mg;l12;B;55.02000;0;file=L12/Mg3Sc/Mg3Sc-L1_2.dat date=2013-02-18
Sc,Mg;l12;Eheat;-0.03399;0;file=L12/Mg3Sc/Mg3Sc-L1_2.dat date=2013-02-18
Ti,Mg;l12;a;4.31589;0;file=L12/Mg3Ti/Mg3Ti-L1_2.dat date=2013-02-18
Ti,Mg;l12;B;55.16000;0;file=L12/Mg3Ti/Mg3Ti-L1_2.dat date=2013-02-18
Ti,Mg;l12;Eheat;0.15184;0;file=L12/Mg3Ti/Mg3Ti-L1_2.dat date=2013-02-18
Y,Mg;l12;a;4.62561;0;file=L12/Mg3Y/Mg3Y-L1_2.dat date=2013-02-18
Y,Mg;l12;B;41.98000;0;file=L12/Mg3Y/Mg3Y-L1_2.dat date=2013-02-18
Y,Mg;l12;Eheat;-0.07434;0;file=L12/Mg3Y/Mg3Y-L1_2.dat date=2013-02-18
Zn,Mg;l12;a;4.28995;0;file=L12/Mg3Zn/Mg3Zn-L1_2.dat date=2013-02-19
Zn,Mg;l12;B;43.08000;0;file=L12/Mg3Zn/Mg3Zn-L1_2.dat date=2013-02-19
Zn,Mg;l12;Eheat;0.00006;0;file=L12/Mg3Zn/Mg3Zn-L1_2.dat date=2013-02-19
Zr,Mg;l12;a;4.41912;0;file=L12/Mg3Zr/Mg3Zr-L1_2.dat date=2013-02-18
Zr,Mg;l12;B;57.30000;0;file=L12/Mg3Zr/Mg3Zr-L1_2.dat date=2013-02-18
Zr,Mg;l12;Eheat;0.05160;0;file=L12/Mg3Zr/Mg3Zr-L1_2.dat date=2013-02-18
Ag,Ni;l12;a;3.63280;0;file=L12/Ni3Ag/Ni3Ag-L1_2.dat date=2013-02-20
Ag,Ni;l12;B;198.86000;0;file=L12/Ni3Ag/Ni3Ag-L1_2.dat date=2013-02-20
Ag,Ni;l12;Eheat;0.18099;0;file=L12/Ni3Ag/Ni3Ag-L1_2.dat date=2013-02-20
Al,Ni;l12;a;3.53089;0;file=L12/Ni3Al/Ni3Al-L1_2.dat date=2013-02-20
Al,Ni;l12;B;207.49000;0;file=L12/Ni3Al/Ni3Al-L1_2.dat date=2013-02-20
Al,Ni;l12;Eheat;-0.51456;0;file=L12/Ni3Al/Ni3Al-L1_2.dat date=2013-02-20
Au,Ni;l12;a;3.65763;0;file=L12/Ni3Au/Ni3Au-L1_2.dat date=2013-02-20
Au,Ni;l12;B;216.20000;0;file=L12/Ni3Au/Ni3Au-L1_2.dat date=2013-02-20
Au,Ni;l12;Eheat;0.05984;0;file=L12/Ni3Au/Ni3Au-L1_2.dat date=2013-02-20
Ca,Ni;l12;a;3.78834;0;file=L12/Ni3Ca/Ni3Ca-L1_2.dat date=2013-02-20
Ca,Ni;l12;B;120.86000;0;file=L12/Ni3Ca/Ni3Ca-L1_2.dat date=2013-02-20
Ca,Ni;l12;Eheat;0.16580;0;file=L12/Ni3Ca/Ni3Ca-L1_2.dat date=2013-02-20
Cd,Ni;l12;a;3.67189;0;file=L12/Ni3Cd/Ni3Cd-L1_2.dat date=2013-02-20
Cd,Ni;l12;B;179.77000;0;file=L12/Ni3Cd/Ni3Cd-L1_2.dat date=2013-02-20
Cd,Ni;l12;Eheat;0.05649;0;file=L12/Ni3Cd/Ni3Cd-L1_2.dat date=2013-02-20
Co,Ni;l12;a;3.46098;0;file=L12/Ni3Co/Ni3Co-L1_2.dat date=2013-02-18
Co,Ni;l12;B;249.33000;0;file=L12/Ni3Co/Ni3Co-L1_2.dat date=2013-02-18
Co,Ni;l12;Eheat;0.00040;0;file=L12/Ni3Co/Ni3Co-L1_2.dat date=2013-02-18
Cu,Ni;l12;a;3.49631;0;file=L12/Ni3Cu/Ni3Cu-L1_2.dat date=2013-02-20
Cu,Ni;l12;B;216.34000;0;file=L12/Ni3Cu/Ni3Cu-L1_2.dat date=2013-02-20
Cu,Ni;l12;Eheat;-0.02331;0;file=L12/Ni3Cu/Ni3Cu-L1_2.dat date=2013-02-20
Hf,Ni;l12;a;3.69136;0;file=L12/Ni3Hf/Ni3Hf-L1_2.dat date=2013-02-20
Hf,Ni;l12;B;205.33000;0;file=L12/Ni3Hf/Ni3Hf-L1_2.dat date=2013-02-20
Hf,Ni;l12;Eheat;-0.58982;0;file=L12/Ni3Hf/Ni3Hf-L1_2.dat date=2013-02-20
Ir,Ni;l12;a;3.57761;0;file=L12/Ni3Ir/Ni3Ir-L1_2.dat date=2013-02-20
Ir,Ni;l12;B;274.08000;0;file=L12/Ni3Ir/Ni3Ir-L1_2.dat date=2013-02-20
Ir,Ni;l12;Eheat;-0.02715;0;file=L12/Ni3Ir/Ni3Ir-L1_2.dat date=2013-02-20
La,Ni;l12;a;3.94773;0;file=L12/Ni3La/Ni3La-L1_2.dat date=2013-02-20
La,Ni;l12;B;114.96000;0;file=L12/Ni3La/Ni3La-L1_2.dat date=2013-02-20
La,Ni;l12;Eheat;0.02971;0;file=L12/Ni3La/Ni3La-L1_2.dat date=2013-02-20
Mg,Ni;l12;a;3.60171;0;file=L12/Ni3Mg/Ni3Mg-L1_2.dat date=2013-02-19
Mg,Ni;l12;B;157.58000;0;file=L12/Ni3Mg/Ni3Mg-L1_2.dat date=2013-02-19
Mg,Ni;l12;Eheat;-0.10480;0;file=L12/Ni3Mg/Ni3Mg-L1_2.dat date=2013-02-19
Pb,Ni;l12;a;3.75419;0;file=L12/Ni3Pb/Ni3Pb-L1_2.dat date=2013-02-20
Pb,Ni;l12;B;171.62000;0;file=L12/Ni3Pb/Ni3Pb-L1_2.dat date=2013-02-20
Pb,Ni;l12;Eheat;0.03495;0;file=L12/Ni3Pb/Ni3Pb-L1_2.dat date=2013-02-20
Pd,Ni;l12;a;3.59227;0;file=L12/Ni3Pd/Ni3Pd-L1_2.dat date=2013-02-20
Pd,Ni;l12;B;225.88000;0;file=L12/Ni3Pd/Ni3Pd-L1_2.dat date=2013-02-20
Pd,Ni;l12;Eheat;0.01104;0;file=L12/Ni3Pd/Ni3Pd-L1_2.dat date=2013-02-20
Pt,Ni;l12;a;3.60370;0;file=L12/Ni3Pt/Ni3Pt-L1_2.dat date=2013-02-20
Pt,Ni;l12;B;248.47000;0;file=L12/Ni3Pt/Ni3Pt-L1_2.dat date=2013-02-20
Pt,Ni;l12;Eheat;-0.10119;0;file=L12/Ni3Pt/Ni3Pt-L1_2.dat date=2013-02-20
Rh,Ni;l12;a;3.56680;0;file=L12/Ni3Rh/Ni3Rh-L1_2.dat date=2013-02-20
Rh,Ni;l12;B;248.67000;0;file=L12/Ni3Rh/Ni3Rh-L1_2.dat date=2013-02-20
Rh,Ni;l12;Eheat;-0.01239;0;file=L12/Ni3Rh/Ni3Rh-L1_2.dat date=2013-02-20
Ru,Ni;l12;a;3.55845;0;file=L12/Ni3Ru/Ni3Ru-L1_2.dat date=2013-02-20
Ru,Ni;l12;B;261.61000;0;file=L12/Ni3Ru/Ni3Ru-L1_2.dat date=2013-02-20
Ru,Ni;l12;Eheat;0.09057;0;file=L12/Ni3Ru/Ni3Ru-L1_2.dat date=2013-02-20
Sc,Ni;l12;a;3.66077;0;file=L12/Ni3Sc/Ni3Sc-L1_2.dat date=2013-02-19
Sc,Ni;l12;B;169.97000;0;file=L12/Ni3Sc/Ni3Sc-L1_2.dat date=2013-02-19
Sc,Ni;l12;Eheat;-0.48616;0;file=L12/Ni3Sc/Ni3Sc-L1_2.dat date=2013-02-19
